full_text	label_promo	label_category
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Lesya Midi Dress Kekinian 2024 Model Terbaru Mewah Viral Remaja Motif Salur Baju Wanita Dewasa Ibu Ibu Harga Produk: Rp125.000 Harga Diskon: Rp48.830 | https://t.co/0NIXZjM1Ou	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: MANSET LEHER/ MANSET LEHER DALEMAN HIJAB / PENUTUP LEHER / INNER BAJU MANSET LEHER/ MANSET LEHER WANITA Harga Produk: Rp15.900 Harga Diskon: Rp6.211 | https://t.co/mk2HsEHyKO	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: MIYA Celana Jogger wanita panjang kantong cargo | Jogger Pants Parasut Harga Produk: Rp47.000 Harga Diskon: Rp45.900 | https://t.co/Ufe5hvTCzn	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: MOLLY CROP SWEATER / KNIT KADITA SWEATER / CARAMAL FASHION / RANIA PASTEL / BAJU CROP TOP Harga Produk: Rp70.000 Harga Diskon: Rp43.947 | https://t.co/d5Nilkr3Kf	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Momiasi - Celana Hamil Jeans Cutbray - Celana Jeans Hamil Wanita Harga Produk: Rp200.000 Harga Diskon: Rp139.000 | https://t.co/I0lNLtV4Cn	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Momiasi - Celana Hamil Joger - Celana Hamil Joger Pants - Celana Hamil Daily Sporty Harga Produk: Rp250.000 Harga Diskon: Rp119.000 | https://t.co/XTlkWFAYm7	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Momiasi- Celana Daleman Pendek Hamil Short Pants- Celana Short Highwaist Bumil Harga Produk: Rp200.000 Harga Diskon: Rp59.000 | https://t.co/Lm269QH7LY	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Momiasi Gemma One set Knit Setelan Wanita Knit Rib Baju Set Celana Bumil Busui Friendly Harga Produk: Rp300.000 Harga Diskon: Rp179.000 | https://t.co/dgdcHbIZcw	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Momiasi Paket Bundling Celana Hamil Kerja dan Ayana Blouse Bumil Busui Harga Produk: Rp200.000 Harga Diskon: Rp179.900 | https://t.co/pDdjGR0Ovt	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Mukena khusus Umroh dan haji Mukena berlengan Mukena putih Mukena lebaran 2024 Mukena Ramadhan Harga Produk: Rp250.000 Harga Diskon: Rp199.000 | https://t.co/lInEdOJvJr	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Mukena Terusan Dewasa Jumbo Bordir Seribu Bunga Katun Mikro Premium Mukenah Putih by Ratu Kameela Harga Produk: Rp165.000 Harga Diskon: Rp113.500 | https://t.co/yVjNsg1yib	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Mukena Terusan Sutra Millo Prada Renda Krisdayanti Harga Produk: Rp220.000 Harga Diskon: Rp173.800 | https://t.co/Sjs66lzRkY	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: new Khaki korea highwaist kulot celana jeans panjang wanita kekinian Harga Produk: Rp120.000 Harga Diskon: Rp73.132 | https://t.co/31iKP0hd9A	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Paket 100rb 8 pcs / Kaos pria wanita / Baju pria / Baju wanita / Baju unisex / Random motif Basic Harga Produk: Rp95.000 Harga Diskon: Rp49.330 | https://t.co/7iW3HVnOQi https://t.co/0CJ1sQSlxV	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: PROMO !!! baju jumbo /gamis lebaran terlaris no1 /Maryam Dress Bahan Cey Premium Size M - L - XL - XXL / Gamis Murah 2023 Harga Produk: Rp100.000 Harga Diskon: Rp23.382 | https://t.co/AF8Z2r9jpn	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: PROMO 100RIBU DAPAT 3PCS LAGI HIT Celana Cargo Pendek Pria Army Loreng Ufc VENUM Mma Pantai Gym Lari Harga Produk: Rp69.000 Harga Diskon: Rp26.663 | https://t.co/JUgMbtSHY6	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: PROMO CUCI GUDANG CELANA JEANS PANJANG DEWASA REGULER PRIA DENIM ukuran 27-44 Harga Produk: Rp399.000 Harga Diskon: Rp95.000 | https://t.co/Seghbtm7RW	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: PROMO CUCI GUDANG STELAN PENDEK IMPORT ANAK PEREMPUAN CELANA PENDEK USIA 2-5 TAHUN Harga Produk: Rp50.500 Harga Diskon: Rp49.666 | https://t.co/nL3fXS0VAx	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: RCandy Celana Legging Ibu Hamil High Waist Premium Adjustable Size Harga Produk: Rp99.000 Harga Diskon: Rp53.990 | https://t.co/pSNq3Q1zaI	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: rh pants baggy pants Erde pants//celana kulot wanita//kulot twill premium 7/9//celana wanita murah Harga Produk: Rp55.999 Harga Diskon: Rp45.529 | https://t.co/7j951Cuy7w	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: RHID - Broadshort Celana Pendek Cargo Pria Wanita Unisex Harga Produk: Rp150.000 Harga Diskon: Rp59.900 | https://t.co/oNCGQ8A1Ny	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: RHID - Celana Pendek Pria Cargo Boardshort Shot Pants Bahan Fleece- Black Harga Produk: Rp150.000 Harga Diskon: Rp44.900 | https://t.co/MdK6SqnMg0	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Setelan Baju Singlet Anak Perempuan Mixue Harga Produk: Rp85.000 Harga Diskon: Rp17.005 | https://t.co/7qbVTcGqTo	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Setelan Import Pakaian Baju Kemeja Lengan Panjang Anak Bayi Laki-laki Jihop Motif Garis Usia 1 - 5 Tahun Harga Produk: Rp200.000 Harga Diskon: Rp95.000 | https://t.co/MTtMd9qazG	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: SP 081 Sepatu Wanita Sneakers Korea Import Korean Style T-11 Harga Produk: Rp190.000 Harga Diskon: Rp83.367 | https://t.co/Mhpg2gybRD	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: SWEATPANTS / JOGGER / JOGGER PRIA DAN WANITA - CELANA JOGER OLAHRAGA CASUAL Korea style Harga Produk: Rp97.000 Harga Diskon: Rp33.999 | https://t.co/UyGVL1nJ3s	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Tas Ransel Anti Maling Tahan Air Travel Bag Import USB Slot Waterproof Harga Produk: Rp166.904 Harga Diskon: Rp104.688 | https://t.co/cykzJg7Qws	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Tas Selempang Pria Premium Original Waterprof | Slingbag Laki-laki | COD Harga Produk: Rp136.033 Harga Diskon: Rp104.640 | https://t.co/20oJBcdI96	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: True to Skin - Matcha Oat Gentle Cleanser Harga Produk: Rp49.900 Harga Diskon: Rp25.000 | https://t.co/VJZdW0dFZR	1	1
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: True to Skin Sunfriends Sunscreen Gel SPF 50 PA++++ Harga Produk: Rp89.000 Harga Diskon: Rp64.500 | https://t.co/UtCxoXNwR9	1	1
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: Vallina Outfit - Nikita One Set Baju Setelan Wanita Crinkle Premium Daily Casual Muslim Kekinian Terbaru Harga Produk: Rp205.000 Harga Diskon: Rp81.279 | https://t.co/Q1umhu8DMH	1	3
Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: WiZi Celana Olahraga Wanita Legging Highwaist Training Wanita Jogger Pants Wanita Celana Yoga (CY90) Harga Produk: Rp130.000 Harga Diskon: Rp79.000 | https://t.co/5tMwlFdkFe	1	3
Atau sarapan sop daging. Masih ada promo porkee di #tokopedia Beli 2 Hemat 5% Beli 3 Hemat 7% Beli 4 Hemat 10% https://t.co/goemywisH2	1	0
Badai DISKON CELANA BOXER PENDEK ANVIL DAILY WEAR PRIA WANITA UNISEX harga promo terbatas mulai 16rb‼️ Beli disini: https://t.co/JB6woM0kUA https://t.co/4fOEoJ7egH https://t.co/5l9zSBuJdn .#celanapendek #celanakolor #kolor #kolormurah #shopee #tokopedia #tiktok https://t.co/9rCpvizk9n	1	3
Bayar QRIS pakai SPayLater emang bisa? Bisa dong! Sekarang bisa bayar dimanapun pakai SPayLater lebih MUDAH lebih CEPAT. Kamu juga bisa nikmati promo Cicilan 0% s/d 6 Bulan & Bebas Biaya Penanganan di periode 17 SEP - 17 NOV 2024. Pakai SPayLater sekarang juga untuk https://t.co/S9zEjf3lMn	1	6
Beli paket internet & pulsa Telkomsel bisa dapet #CashbackNampol loh! Caranya transaksi di MyTelkomsel min Rp25.000 & bayar pakai OVO Cash bisa dapet cashback OVO points maks 50.000. Yuk transaksi sekarang di https://t.co/2zwfCKtHh0 promo sampai 20 Oktober 2024! *S&K https://t.co/lUYydF5RG9	1	4
Berbagai Sepatu Sneakers UNISEX Harga merakyat!! Diskon Up To 60% ~ A Thread ~ https://t.co/4stwjJQMoF	1	3
Berburu sepatu incaran jadi makin seru pakai BRImo di USS Jakarta! @urbansneakersociety Catat tanggalnya ya: ️: 25 - 27 Oktober 2024 : Hall A-B Jakarta Convention Center (JCC) Jakarta Pusat Siap-siap! Bakalan ada banyak promo menarik selama event dan kamu bisa terus https://t.co/ku6XoVrW81	1	3
braw! haloww sender mau bagi² promo gojekk hihii KODE PROMO GOJEK BULAN OKTOBER 2024 - COBAINGOJEK - GOJEKDYAH - GOWEEKEND - GOCARAJA (Claim tiap senin jam 00.00) - GORIDEAJA (Claim tiap senin jam 00.00) - GOSENDHEMAT - GOBANDARA DISKON SAMPAI 90%‼️ makasii braww	1	5
Btw guys ini dah sampai di aku yaa ^^ yg mau langsung c.o shopee bisa banget. Jungwon Heeseung Jake Sunghoon 40k/pc Sunoo Ni-Ki 35k/pc Kalau mau pakai shopvid bisa ada potongan harga juga nih. Sudah termasuk adm+packing. https://t.co/2Sk2tNLiR8 #wts #enhypen #wantosell https://t.co/QEUvNuBa36	1	6
buruan klaim promo gojek hari senin spesial ultah GOJEKULTAH GORIDEAJA GOCARAJA GOJEKHEMAT GOSENDHEMAT https://t.co/8q92z09Fz7	1	5
Cari info promo burek diskon belanja pulsa kuota tagihan? Daftar kredivo pake referral nazw6rwmo bakal dapet 125k poin (Rp125k) bisa dipotong 25% dari total belanja di shopee/tokped/tiktok/lazada/ buat tagihan ATAU aku bantu cairin kurleb jadi Rp115k. Gaji diisi min 3 juta https://t.co/FwwETNlC2l	1	4
Cek [PRE ORDER] LABUBU CLOSE TO SWEET SCENTED PINK MOKOKO LABUBU05 dengan harga Rp375.000. Dapatkan di Shopee sekarang! https://t.co/mDSIfd6mzq https://t.co/4lXLxngnKW	1	2
Cek Olay Total Effects 7in1 Niacinamide Day and Night Cream Skincare Antiaging 50gr dengan harga Rp134.900. Dapatkan di Shopee sekarang! https://t.co/NMfDFZ1dNv https://t.co/tc19evTLNT	1	1
Cek Yooyi Bh Big Size Perempuan Tanpa Kawat Bra Wanita Jumbo 36-46 Ukuran Besar Fashion Busa Tipis Sangat Nyaman Sexy Cup 3/4B 025 dengan harga Rp19.900. Dapatkan di Shopee sekarang! https://t.co/98pdRiZmUR https://t.co/LGX9S6Ftej	1	3
Cek Yooyi Tank Top Wanita Ada Cup Bra Korean Kamisol Croptop V Neck Atasan Bra Perempuan Dewasa 016 dengan harga Rp25.490. Dapatkan di Shopee sekarang! https://t.co/JP6370Nxpu https://t.co/97FFwePxNm	1	3
Celana Cargo Loreng lagi diskon jadi 100 ribuan aja nih bro buruan check out sekarang mumpung ada promo PAY DAY SALE! Bisa Belanja di LazMart https://t.co/HgZnQArmh5 https://t.co/ZbO0pxcxoi	1	3
Contoh soal SKD CPNS dari Privat Al Faiz. Bagi teman-teman yang mau daftar try out silahkan bisa klik link dibawah ini dan dapatkan potongan harga dengan memasukkan kode diskon yang tertera https://t.co/0kaobVw5Lg kode kupon diskon: DIMAS Seleksi CPNS 2024 CASN 2024 https://t.co/TBbchuDhz4	1	6
Curi Start Persiapan Sekolah Kedinasan 2025 Persiapkan Tes SKD SEKDIN 2025 di Bimbel Online JADISEKDIN sekarang juga dan dapatkan akses materi SKD live class simulasi serta latihan soal dan pembahasan Kode Promo Diskon Tambahan: LOLOSSEKDIN Diskon Affiliate: SUKSESUJIAN https://t.co/4uHfNJFIQz	1	6
Cute banget koleksi Harry Potter x Miniso! sudah tersedia mulai hari ini ‼️ buruan serbu nder jangan sampai kehabisan ! Mimin spill yah koleksi house Gryffindor Slytherin Hufflepuff atau Ravenclaw ! ️ Tersedia eksklusif di Miniso Land Central Park Mall Mulai 19 https://t.co/3zrGkYdyEm	1	6
Dapatkan berbagai produk kategori MAKANAN & MINUMAN yang hemat di Indomaret selama periode 3 - 16 Oktober 2024. Info selengkapnya di https://t.co/mlV4QDnjjU . #SuperHemat #Indomaret #PromosiIndomaret https://t.co/c4IdRiU2FS	1	0
Dapatkan berbagai produk kategori MAKANAN & MINUMAN yang hemat di Indomaret selama periode 17 - 30 Oktober 2024. Info selengkapnya di https://t.co/mlV4QDnjjU . #SuperHemat #Indomaret #PromosiIndomaret https://t.co/ztk4hqqCNR	1	0
Daster kencana ungu / baju tidur wanita murah https://t.co/3lsCiW0apg Pakai Kode Voucher 11LZDAFF100 #flashsale #promo #diskon #lazada https://t.co/iGZ7dxwUIk	1	3
Diskon 20% s/d 100k | Tokopedia Kode promo: FASHISN20 *Min. transaksi 30k *Hanya berlaku untuk produk Fashion -------- *Rekomendasi Toko Aerostreet https://t.co/rdudtZxy1i Erigo https://t.co/hqKHtWp1bG M231 https://t.co/wxO2WCSkBN Eiger https://t.co/4PBbhe2SGW House of Cuff https://t.co/7vPTOxS7Zc	1	3
Diskon 20% s/d 100k | Tokopedia Kode promo: health14oc *Min. transaksi 30k *Hanya berlaku untuk produk Kecantikan Kesehatan & Perawatan Tubuh -------- *Rekomendasi Toko Kesehatan Century Healthcare https://t.co/yXqkp2xosG CleverHealth https://t.co/TDYp6r9LMO Hansaplast https://t.co/KTTJgt707L	1	1
Diskon 20% s/d 100RB | Tokopedia Kode: BEAUTYS19 *Min. Belanja 30RB *Berlaku untuk kategori Produk kecantikan kesehatan &  perawatan tubuh ------- Rekomendasi toko beauty cek disini: https://t.co/zL0Pkv6C0P ------- Toko kesehatan Cleverhealth https://t.co/nMPjlK4LGM https://t.co/U1IA0kK7K0	1	1
Diskon 50% s/d 100k | Tokopedia Kode promo: WETB100A *Min. transaksi 15k *Berlaku mulai jam 09:00 *Tidak berlaku untuk produk fs happy hour Hanya berlaku untuk produk The Wet Brush https://t.co/7iRxsovdFl https://t.co/YpaUTmrJMx	1	1
Diskon 50% s/d 100k | Tokopedia Kode promo: WETB100AS *Min. transaksi 15k *Berlaku mulai jam 15:00 *Tidak berlaku untuk produk fs happy hour Hanya berlaku untuk produk The Wet Brush https://t.co/7iRxsovdFl https://t.co/DwieDLEnOg	1	1
Diskon 50% s/d 30RB | Shopee *Min. Belanja 0 *Hanya berlaku kreator pilihan *Pasang alarm pukul 11:30 Khusus kreator ini saja? https://t.co/tUDQArSl6H https://t.co/HP6IrmbWcY	1	6
Diskon besar-besaran! Promo Vans Up to 70% mulai 18 Oktober 2024. Ayo kunjungi store dan outlet Vans sekarang dan jangan sampai kehabisan! #PromoVans #vansdiscount untuk koleksi yang ikutan promo bisa kalian lihat di sini https://t.co/M8uvHgvqmj https://t.co/a10lhco6Fp	1	3
DISKON MAKANAN & MINUMAN PROMO GAJIAN AKHIR BULAN A thread https://t.co/yYTQr3MZeS	1	0
DISKON MAKANAN & MINUMAN PROMO 10.10 A thread https://t.co/zwAyoQQorY	1	0
diskon menu fore coffee 50% caranya: 1. install apps fore coffee 2. daftar dan klik bagian memiliki kode referral lalu masukin kode referral 1A32C9 tags. promo diskon reff referal refferal kopi gratis murah dessert jajan croissant butterscotch minuman makanan voc voucher	1	0
diskon menu fore coffee 50% caranya: 1. install apps fore coffee 2. daftar dan klik bagian memiliki kode referral lalu masukin kode referral A538C1 tags. promo diskon reff referal refferal kopi gratis murah dessert jajan croissant butterscotch minuman makanan voc voucher https://t.co/QhRJtHvE7M	1	0
diskon promo lazada special 10.10 gajian sale Voucher digital McDonald s Rp. 100.000 https://t.co/uFOC1FYCDC	1	0
diskon promo lazada special 10.10 gajian sale Voucher GrabGifts https://t.co/60AhbxOjTi	1	6
diskon promo lazada special 10.10 gajian sale yg mau nonton bioskop sama pacar bestie keluarga lebih murah nih Voucher CGV #zonauang https://t.co/qhTngp2QoR	1	2
diskon pulsa xl promo lazada special 10.10 gajian sale https://t.co/chQOKy62CW	1	4
Diskon spesial buat makanan dari brand-brand BCA Bangga Lokal Cek promo-promonya yuk! https://t.co/w0IT7dNtF3 https://t.co/Zw5rdSTwjS	1	0
Diskon Unilever Di Lazada bikin belanja makin hemat! Dapetin produk skincare & bodycare favorit dengan potongan harga hingga 60% plus free ongkir. Jangan sampai kelewatan buruan checkout sekarang!	1	1
Diskon Voucher Potongan harga Pesawat Maskapai Traveloka hingga 10% NO MINIMAL! proses cepat aman! Bisa untuk rombongan travel agent! KAI dan Hotel jugabisa! https://t.co/G7cgHCpB62 #zonauang #zonajajan #diskon #tiketpesawat 20 T Agus Kereta GDRAGON	1	5
Eh udah pernah belanja di Tokopedia belum? Kalo belum aku punya kupon diskon 40RB nih! Terus ada barang cuma Rp100-an gokil kan?	1	6
Epic 2 - mythic 150k only proses sat set Promo 10* epic 45k 10* legend 50k Minat sung DM atau ke wa di bio Testi cek pinned twt #zonauang #Raizel_MlBB https://t.co/67V8ezXsX7	1	2
Finansiasyik Bayar-bayar dibawa asyik! Promo Grab Gift Voucher Diskon Hingga Rp.25.000 - dengan menggunakan Kartu Kredit KB Bank ~ * Syarat & ketentuan berlaku : https://t.co/k4aSq8h411	1	5
Flash Voucher Lazada 12:00 | 19 Okt *Diskon 40% s/d 40k?? minbel 100k *Yang berhasil klaim bagusnya langsung dipake https://t.co/1rxxkDaFR7 https://t.co/66txCelsuu	1	6
Flash Voucher Lazada ️ 19 Okt ⏰ 12:00 Voucher Diskon 40rb minbel 100rb Link Halaman: https://t.co/D1fbFPwgtN https://t.co/nBHxFlQD1I	1	6
Flash Voucher Setiap hari | Lazada ⏰12:00 | 19 Okt *Diskon 40% s/d 40rb Minbel 100rb *Hanya berlaku 1 Jam setelah klaim *Cepet cepetan Klaim https://t.co/Nphl9NHfo3 https://t.co/f8QfRs37Ns	1	6
gaiss aku punya kode promo buat gojek pls pakee lumayan ydh mau tengah mlm juga GOJEKGABY GORIDEAJA GOJEKULTAH GOJEKHEMAT LEBIHHEMAT COBAINGOJEK GAJIAN GOSTASIUN GOCARAJA	1	5
Gara2 ngeditin foto2 lama jadi kangen jalan-jalan. Terus iseng cek2 tiket & hotel di Traveloka eh malah baru tau sekarang payment di Traveloka bisa pake OVO Ada promo pula Mayan gaes ada potongan 80rb buat transaksi minimal 400rb. Jiwa2 promoanku meronta-ronta wkwkwk https://t.co/RniQBhxvf9	1	5
Gas aja trobos walupun tanggal tua dompet kamu bakal tetep aman kok soalnya kamu bisa dapetin promo s.d 40k + gratis ongkir di GrabMart loh Mulai dari sabun skincare bahan makanan semuanya ada! Dijamin sejam sampai! https://t.co/kZPrp8TQIJ	1	6
ges udah pada pakai Diskon Unilever Di Lazada belum nih? gua dapet potongan up to 60% nih kapan lagi belanja dapet potongan harga segede gede ini	1	6
Gesss mau tau promo gojek minggu ini gakk? Cekidot ya silakan disave share ama dipake ygy.... - GOWEEKEND --& isinya vocer gocar khusus buat weekend mayan buat ke mol ga kepanasan atau keujanan wkwkwk - GAJIAN - sama ada goride gocar mayan bgt wkwkw - HUTBANDUNG --& Khusus https://t.co/ENs9uvO6vk	1	5
Gesss mau tau promo gojek minggu ini gakk? Cekidot ya silakan disave share ama dipake ygy.... - GOWEEKEND --& isinya vocer gocar khusus buat weekend mayan buat ke mol ga kepanasan atau keujanan wkwkwk - GOJEKHEMAT --&  buat dom Bandung Semarang Jogja Solo. Yg udh klaim di https://t.co/skbP20OtuT	1	5
gokilll makin hari makin susah war promo gojek gorideaja edannn telat 5 mnt lsng habis @gojekindonesia https://t.co/Pgmz6eTeqM	1	6
GrabFood Diskon 55% s/d 35k 11:00 12:00 13:00 14:00 *Min. transaksi 40k *Hanya berlaku untuk restoran tertentu https://t.co/pzxiLG3jTF https://t.co/P00bdJtjmB	1	0
GrabFood Diskon 70% s/d 40rb minbel 55rb 19 Okt Hanya berlaku di kota dan restoran tertentu Daftar resto cek di banner Diskon 70% https://t.co/4dukbliSHE	1	0
gusyy ini ada ingfo promo gojek gasinn redeem bisa dipake semua kok HWJTDGQ6 JAJANQU64CZ6 JAJANWS8M8RZ GOCARAJA COBAINGOJEK GOWEEKEND GORIDEAJA YUKNGAMPUS	1	5
Gusyy yg mau nonton bioskop cinepolis aku ada kupon diskon buy 1 get 1. Rep aja ya https://t.co/QhGwwo5NL9	1	2
GUYS MAUUU PROMOSI DANUSAN EVENT ANGKATANKU LESGO BELIIII!!!! detailsnya aku taroh bawah yah https://t.co/6hnn39yKYL	1	0
Guys yang punya line bank dan di Jakarta ada promo cuma 25rb nontonnya. https://t.co/jbEezYoTGp	1	2
Guyssss! Promo jajan ebooknya murah banget semua ebook diskon 50% ️ Mumpung lagi payday sale jajan juga yuk! Link list buku: https://t.co/GHqAmfKqCY	1	6
Hai coba order menu favoritmu pakai JIWA+ yuk! Kamu bisa dapetin keuntungan ini : 1. Pemesanan kamu akan diprioritaskan 2. Dapatkan banyak keuntungan dari Loyalty Membership 3. Voucher diskon hingga 15 Voucher setiap bulan 4. Dapatkan point di setiap transaksi	1	6
Hai! Aku mau kasih kode promo Gojek nihh Gunakan kode GOJEKDYAH yaaa Jangan lupa juga langganan Gojek Plus biar dapat promo lebih banyak cuma Rp14 ribu untuk 90 hari‼️ https://t.co/JLTbfGA6Mo	1	5
Hal-hal yang bikin Paps good mood seharian setuju gak nih? Kalau udah soal diskon bukan cuma Moms yang senang Paps juga! Yuk tukarkan #XLPoin jadi e-voucher hotel biar besok staycation jadi makin hemat tukernya di sini ya https://t.co/aJO9ahoGBS #WeAreMore https://t.co/ezQfr4Kml3	1	5
Hallo kak aku jualan baju olahraga nih dari legging bra sport dan jaket. Mumlung lagi promo 11.11 Semua diskon 50% kak Oren on Dom bandung https://t.co/ffiGlDqnn3	1	3
Halo kakak Dicoba yuk kakak main di OSBToto. Kami juga punya promo loh kakak *Diskon & Hadiah To93l Terbesar ( setiap hari ) *Bonus Rollingan S10t 1% ( setiap hari Kamis ) *Bonus Rollingan Live game 1% ( setiap hari kamis) *Bonus Referral seumur hidup 1% https://t.co/YME2sre3Cv	1	6
Halo-halo bagi kalian yang ingin sedang mencari kursus bahasa mandarin inggris korea atau jepang bisa daftar di cockatoo course!! Ada diskon 15% + tambahan potongan harga hingga 100k Boleh banget tanya-tanya dulu via DM atau langsung chat saja ke https://t.co/VT5Yguo1es https://t.co/aKxtCvBTLC	1	6
HAPPY BABY HAPPY SUNDAY! Belanja kebutuhan bayi makin hemat karena ada promo spesial! Dapatkan cashback Rp10.000 setiap pembelian produk susu dan makanan bayi min Rp100.000 atau perlengkapan bayi lainnya min Rp50.000 Yuk buruan belanja kebutuhan si kecil sekarang juga~ https://t.co/v7p1K8TKSl	1	0
HARI MINGGU DAPET HP GRATIS CUMA DI JAM 19.00-20.00 AJAA Caranya: 1. Follow @tokopedia 2. Repost & Like tweet ini 3. Reply dengan menjawab pertanyaan Sebutin jam dan promo apa yang paling kamu tunggu-tunggu di Tokopedia Happy Hour! 4. Pakai hashtag #tokopediahappyhour https://t.co/X8IzOKFs7A	1	4
Hello Sahabat KB Bank! Kartu Kredit KB Bank punya Promo Seru nih! Kamu transaksi di Subway bisa dapat Diskon 30% Loh! Periode promo 21 Oktober 2024 - 31 Desember 2024 * Syarat & ketentuan berlaku : - Minimal transaksi Rp. 100.000 (sebelum tax & services). https://t.co/UkUNHFRmNr	1	0
hi @ghozyulhaq @ameriken0__ Ovo paylater sering ada diskon 70% 40rb grab food. Meskipun biaya admin nya 15rb (kadang direfund adminnya)	1	0
Hi teman-teman. Aku lagi ada promo Jumat Berkah nih! Pempek ikan gabus diskon dari Rp80.000 jadi Rp75.000 + GRATIS ongkir ke seluruh Jakarta . Syaratnya pesan hari ini diantar minggu depan. Bayarnya setelah pempek sampai. Yuk jangan sampai kehabisan! https://t.co/aPezHNBWOC	1	0
Hijab warna percoklatan gini bikin wajah cerah‼️ Kepakai banget buat daily dan gampang masuk warna outfit Mocca https://t.co/H6TXw5N1BS Coksu https://t.co/H6TXw5N1BS Soft latte https://t.co/9jduexfQpk Major brown https://t.co/s3Mfq06spP https://t.co/GMjn8VolHW	1	3
HP GRATIS DI HARI MINGGU CUMA DI JAM 19.00-20.00 AJAA Caranya: 1. Follow @tokopedia 2. Repost & Like tweet ini 3. Reply dengan menjawab pertanyaan Sebutin promo Tokopedia Happy Hour yang paling kamu tunggu-tunggu dan produk yang kamu mau beli! 4. Pakai hashtag https://t.co/OdLjet9pcj	1	4
https://t.co/FSHwuYgMkE Link disini Aku nemu promo menarik di Lazada nih. Yuk coba lihat! Nama Produk: CELANA KULOT WANITA CRINKLE KANCING DEPAN PREMIUM TERBARU BAHAN CRINKLE AIRFLOW Harga Produk: Rp55.000 Harga Diskon: Rp22.776 https://t.co/i40EOlnskD	1	3
hyy Hai @peachgranate open jasa edit PL/pricelist nih! Avail 20+ katalog berbagai tema. Bisa bundle QR deco bebas pilih katalog + dapet diskon FREE tambah kotak https:/A22/t.co/jSHCESM9Gd	1	6
️ Promo Nonton CGV Kuasa Gelap & Free Popcorn ️ Promo Nonton CGV Lembayung & Free Popcorn ️ Promo F&B CGV Combo Solo 30k 1 Minuman & 1 Popcorn T wts tiket murah film bioskop diskon kode voucher beli jual https://t.co/WG2V9lRpn8	1	2
️ Tukar Kode Voucher di Store Rabbani Super Gampang!️ Cukup save vouchernya datang dan tunjukkan kodenya ke kasir auto dapet diskon sampai 100K! Yuk follow sosial media Rabbani biar gak ketinggalan promo menarik lainnya! https://t.co/0kKuJcVztp https://t.co/bjUFP6jzac	1	3
️‍ bolehkah kumenangis sekali saja bssk cgv only semua promo available reguler sweetbox diskon special class special price tinggal pilih jenis kursinya bisa pesen sekarang ato deket pas jam tayang aku on terus di wa ada di bio wts open jastip co https://t.co/ZgOtwGtiKN	1	2
Info Promo Diskon Kilat Grab Food Cek grab food kalian gais https://t.co/b2SX4Flp2c	1	0
Info Promo Emados Periode 17-20 Okt 2024 https://t.co/qYUbfvKkGK	1	0
Info Promo Grab Food Jangan lupa masih ada diskon grab food 50%++ ya https://t.co/YZVfSyn3wZ	1	0
Info Promo Kintan Buffet Shaburi Periode 14-25 Okt 2024 (setiap senin-kamis jam 10-17) https://t.co/N7BalaWOs9	1	0
Info Promo Mangga Superindo Berlaku 17-23 Okt 2024 https://t.co/nYm22serhZ	1	0
